OBJECT A,OBJECT B,ASPECT,ASPECT BELONGS TO,MOST FREQUENT RATING,ROLE,CONFIDENCE,AMOUNT OF GOOD RATINGS,AMOUNT OF BAD RATINGS,SENTENCE EXAMPLE 1,SENTENCE EXAMPLE 2,SENTENCE EXAMPLE 3,SENTENCE EXAMPLE 4,SENTENCE EXAMPLE 5
juice,soda,worse for you,soda,GOOD,PREDICATE-FULL,1.0,0,1,orange juice is calorie for calorie worse for you than soda.,"in fact calorie-for-calorie, 100 percent orange juice is worse for you than soda.","orange juice is actually worse for you than soda, that's why you drink it from a smaller glass.","nutella will make you fatter, faster, spoonful for spoonful, but it's like saying a jamba juice smoothie is worse for you than a can of soda because the smoothie has more calories, fat, and sugar.","by this definition, your 100 percent orange juice is worse for you than soda: the former contains 5.8 teaspoons of sugar per cup, while soda contains 5.4."
juice,soda,faster,soda,BAD,,1.0,0,1,"nutella will make you fatter, faster, spoonful for spoonful, but it's like saying a jamba juice smoothie is worse for you than a can of soda because the smoothie has more calories, fat, and sugar.","ditch the diet soda according to a 2006 study, people who mix liquor with diet soda absorb the alcohol faster than do those who choose regular soda or juice as a mixer.","according to a 2006 study, people who mix liquor with diet soda absorb the alcohol faster than do those who choose regular soda or juice as a mixer.","payson elementary student james lloyd hypothesized that soda pop would rust a nail faster than lemon juice, tap water or salt water.","according to a 2007 university of manchester (england) study, people who mix liquor with diet soda absorb the alcohol faster than do those who choose regular soda or juice as a mixer."
juice,soda,higher,soda,BAD,,1.0,0,1,he adds that juice is actually worse than soda because juice has a higher energy density or ... read more,he adds that juice is actually worse than soda because juice has a higher energy density or ... read more   .,"fruit juice is often even higher in sugar than soda, ounce for ounce.",""" he adds that juice is actually worse than soda because juice has a higher energy density or ... read more """,""" he adds that juice is actually worse than soda because juice has a higher energy density or ... read more "" ."
juice,soda,energy,soda,BAD,,1.0,0,1,he adds that juice is actually worse than soda because juice has a higher energy density or ... read more,he adds that juice is actually worse than soda because juice has a higher energy density or ... read more   .,,,
juice,soda,density,soda,BAD,,1.0,0,1,he adds that juice is actually worse than soda because juice has a higher energy density or ... read more,he adds that juice is actually worse than soda because juice has a higher energy density or ... read more   .,""" he adds that juice is actually worse than soda because juice has a higher energy density or ... read more """,""" he adds that juice is actually worse than soda because juice has a higher energy density or ... read more "" .",
juice,soda,read,soda,BAD,,1.0,0,1,he adds that juice is actually worse than soda because juice has a higher energy density or ... read more,he adds that juice is actually worse than soda because juice has a higher energy density or ... read more   .,"home made bread was crumbly and wierd, and soda seemed better than juice.",i recently read a study that essentially said drinking diet soda is better for you than drinking orange juice.,"davis said diet soda pops and other items with sugar substitutes are okay, fruit is better than fruit juice, and choose bread and pasta carefully."
juice,soda,easier,soda,GOOD,PREDICATE-DEPENDENT,1.0,0,1,"turns out the kids like it better mixed with bubbly water to make a  soda , and it's a lot easier to freeze the juice than to make molasses so i'll do more freezing next season.","so, it is definitely easier for my family to buy soda than to buy apple juice.","the sparkling juice beverage sparkled moderately, making it easier to drink than any other mountain dew soda.","yes, your mother told you lemon juice keeps the banana from turning brown, but too much lemon creates that sour taste; easier to just douse with soda that contains the lemon plus suuuugar!","in many poor chicago neighborhoods, it is easier and cheaper for kids to get potato chips and soda at the corner mom and pop store on their way to school than to find orange juice."
juice,soda,fruit,soda,BAD,,1.0,0,1,fruit juice isn't much better than soda.,fruit juice is no better for you than soda.,"unfortunately, juice drinks, including 100 percent fruit juice, are really no better than soda and other sugar drinks.",juice isn't much better - juice actually has more calories per ounce than soda and elevates blood sugar more quickly than whole fruit.,some experts are even saying that fruit juice is no better for you than soda.
juice,soda,cooler,soda,GOOD,PREDICATE-FULL,1.0,1,0,"a bottle of soda that's been sitting in the garage, for instance, may be several degrees cooler than rubbing alcohol from the bathroom closet, or apple juice from the kitchen pantry.",,,,
juice,soda,salts,soda,BAD,,1.0,0,1,but soda is better than juice (in this instance) because it also contains salts.,to neutralize the acid you need a base and the commonest food base is baking soda (sodium bi carbonate) which will fizz when added to an acid like (say) orange juice and will convert acid to water and various salts.,,,
google,intel,greater,google,BAD,,1.0,0,1,"and google has upped the ante, adding a high-res touch screen -- with a pixel density greater than that of apple's vaunted retina screens -- and a real intel core i5 processor.","and google has upped the ante, adding a high-res touch-screen -- with a pixel density greater than that of apple's vaunted retina screens -- and a real intel core i5 processor.",,,
google,intel,bigger,google,GOOD,PREDICATE-FULL,1.0,0,1,,,,,
google,intel,cheaper,google,GOOD,PREDICATE-FULL,1.0,1,0,"the arm powered google tv boxes will obviously be much cheaper, smaller and better than the ones using intel.","google repeated the mistake they did with google tv , when instead of going with much cheaper arm chips, they chose the more expensive intel ones.","google has a huge electricity bill, so in the long run i think going arm is cheaper than receiving bags of money from intel.","the winner of intel competition this year, a young bulgarian student, developed an algorithm for self-driven vehicles that will be much cheaper (a factor of 100) than google algorithm.","in other words, then, it sounds as though intel is planning to launch a service that's even more invasive than google without even giving users the benefit of cheaper service."
google,intel,easier,google,BAD,,1.0,0,1,"now that the coreboot team at google made the sandy bridge port for their chromebooks [3], it easier than ever to make a port for other intel boards with that chipset.","now that the coreboot team at google made the sandy bridge port for their chromebooks [3], it easier than ever to make a port for other intel boards with that chipset.","according to intel (but this site broke it down easier to read, and was faster to google) writing 100gb of data to the 80gb model of the x25-m drive, it will have a life of 5 years.","it's easier to ask google to execute any regulatory whim, well founded or not, rather than asking the fragmented sources of intel we find on the web to audit the validity of what they post.","the code is actually derived from the kms glint driver that was developed last year as part of the google summer of code as an easier way to understand linux kernel mode-setting by programming kms for an ancient, less-complex gpu compared to the modern radeon / intel / nouveau drivers."
google,intel,older,google,BAD,,1.0,0,1,"basically, google can squeeze better performance out of a gallium3d driver than a classic mesa driver for the older intel integrated graphics they are using right now for their mobile chromium os notebook/netbook.","and here i was considering buying one of those older sony google tv's, because my chromecast isn't always up to the task, my laptop can't always stay plugged into my tv, and i haven't decided on getting an intel nuc yet.","the results were pretty much the same with two other web-based benchmarks, peacekeeper and google octane - but in these tests, the performance difference between the new chromebooks with haswell chips and models with older intel celeron chips or samsung exynos 5 dual core chips was even more dramatic.",,
google,intel,faster,intel,BAD,,1.0,0,1,"because of this, intel apps will run 4x faster than other apps, productivity apps will run up to 3x faster and google apps like hangouts, docs and web browsing will also run better.",i'm pretty sure cal will dig up good intel faster than you can say google.,"google said both computers are about three times faster than their predecessors, with intel sandy bridge processors.","intel hopes this joint effort will help them bring intel powered android phones to market at a faster rate, which only makes sense since intel already has it's hands in google tv products and chrome os.","google will co-invest in a quantum supercomputer lab near its mountain view campus, exploring the potential for incredibly-fast processing tipped to run 11,000x faster at some tasks compared to a standard intel chip."
google,intel,higher,intel,BAD,,1.0,0,1,"google seems headed higher than intel, with revenues of $41 billion in the first three quarters of 2013 and expectations of nearly $17 billion in the fourth quarter.",this application drives the majority of google revenue growth and helps create market capitalization that is higher than intel and just below that of chevron.,,,
google,intel,easier to get the apps from google play,intel,BAD,,1.0,1,0,,,,,
google,intel,safer,intel,GOOD,PREDICATE-DEPENDENT,1.0,0,1,,,,,
google,intel,apps,intel,GOOD,ASPECT,1.0,0,1,"because of this, intel apps will run 4x faster than other apps, productivity apps will run up to 3x faster and google apps like hangouts, docs and web browsing will also run better.","powered by a dualcore intel celeron 847 processor with intel hd graphics it's more than suitable to handle general web browsing, running apps like google drive and playing browser-based games.",,,
google,intel,desktop,intel,BAD,,1.0,0,1,,,,,
google,intel,linux,intel,BAD,,1.0,0,1,,,,,
google,intel,repositories,intel,BAD,,1.0,0,1,,,,,
google,intel,play,intel,BAD,,1.0,0,1,,,,,
google,intel,store,intel,BAD,,1.0,0,1,"because it's an intel chip rather than the more standard arm type, the san diego may not be compatible with absolutely everything on the google play store.",,,,
concrete,stone,joints,concrete,BAD,,1.0,0,1,"not only is installation simpler, concrete patios are also easier to maintain than natural stone, since you don't have to worry about weeds sprouting up between joints or about pieces becoming loose or cracked.","because the concrete was harder than the limestone, water seeped through the stone instead of the mortar joints.",if your using a flat stone with joints in between then you can lay it right over the concrete.,,
concrete,stone,easier,concrete,GOOD,PREDICATE-DEPENDENT,1.0,0,1,snow removal from concrete is easier than from mulch or stone.,a concrete slab is an easier work surface than gravel/crushed stone.,a concrete slab is an easier work surface than gravel/crushed stone.),"not only is installation simpler, concrete patios are also easier to maintain than natural stone, since you don't have to worry about weeds sprouting up between joints or about pieces becoming loose or cracked.","building with uniformly-sized concrete block makes the addition of vertical pieces much easier than working with stone, poured concrete, or other materials."
concrete,stone,weeds,concrete,BAD,,1.0,0,1,"not only is installation simpler, concrete patios are also easier to maintain than natural stone, since you don't have to worry about weeds sprouting up between joints or about pieces becoming loose or cracked.","... concrete is very affordable too, around one-fifth less than natural stone ... salt stains, moss and weeds, and on top of that, they're expensive to lay.",,,
concrete,stone,faster,concrete,GOOD,PREDICATE-DEPENDENT,1.0,0,1,"patio on a hot day, the concrete set faster than i could get all the stone embedded.","the reason for the low price is that concrete is much faster to install than say, natural stone pavers.","concrete bollards are necessarily heavier than thin pipes, and are often chosen for faster vehicular speeds, but bollards can be made of stone as well.","pool decks made of concrete can often be installed faster and at a lower cost than comparable materials, such as natural stone, brick or tile.","calgary, ab -- ( sbwire ) -- 05/05/2014 -- although stamped concrete is often faster and more convenient to install than brick or stone, it's still a complicated process requiring the right tools, materials, expertise and jobsite conditions to ensure a successful outcome."
concrete,stone,easier to maintain,concrete,GOOD,PREDICATE-FULL,1.0,1,0,"not only is installation simpler, concrete patios are also easier to maintain than natural stone, since you don't have to worry about weeds sprouting up between joints or about pieces becoming loose or cracked.",,,,
concrete,stone,pieces,concrete,BAD,,1.0,0,1,"not only is installation simpler, concrete patios are also easier to maintain than natural stone, since you don't have to worry about weeds sprouting up between joints or about pieces becoming loose or cracked.","building with uniformly-sized concrete block makes the addition of vertical pieces much easier than working with stone, poured concrete, or other materials.",finished hypertufa pieces are heavy as stone but not as heavy as concrete.,"cast stone can be stronger than precast concrete, and is easily cast to produce identical pieces.","looks and feels like real stone, has color throughout material and is more economical than real stone pieces comparable to concrete."
concrete,stone,faster to install,concrete,GOOD,PREDICATE-FULL,1.0,1,0,"the reason for the low price is that concrete is much faster to install than say, natural stone pavers.",,,,
concrete,stone,price,concrete,GOOD,ASPECT,1.0,0,1,"when you factor in the embedded energy and the $500/ton price tag, i'm not sure connecticut blue is all that much better than just using recycled concrete/urbanite for a patio, but there's no question the stacked flagstone makes a much nicer step.","the reason for the low price is that concrete is much faster to install than say, natural stone pavers.",concrete is probably the cheapest way to get the look of stone for the price of ceramics.,"while the initial price of stamped concrete exceeds that for asphalt of plain concrete, it is much more competitive than installing natural stone, brick, or precast pavers.","""you don't have to actually pay the price of natural stone but you can get the look of real stone with a man-made concrete product,"" she said."
concrete,stone,natural,concrete,BAD,,1.0,0,1,"not only is installation simpler, concrete patios are also easier to maintain than natural stone, since you don't have to worry about weeds sprouting up between joints or about pieces becoming loose or cracked.","the reason for the low price is that concrete is much faster to install than say, natural stone pavers.","most concrete pavers have flat bottoms and come in identical sizes, meaning that they are easier to install than natural stone.","pool decks made of concrete can often be installed faster and at a lower cost than comparable materials, such as natural stone, brick or tile.",natural stone trucked from hundreds of miles away may be no better for the environment than a concrete block manufactured just down the road.
concrete,stone,pavers,concrete,BAD,,1.0,0,1,"the reason for the low price is that concrete is much faster to install than say, natural stone pavers.","most concrete pavers have flat bottoms and come in identical sizes, meaning that they are easier to install than natural stone.",,,
concrete,stone,stronger,stone,GOOD,PREDICATE-FULL,1.0,1,0,"this method is not only stronger than a traditional stone wall, it is also faster, easier and less expensive to build and eliminates the need for concrete form rentals .","fiber stone contains a mixture of sand, stones and fiberglass to be stronger but lighter than concrete.","synthetic stone is significantly lighter than natural stone and concrete but is stronger, more durable, and looks and feels identical to stone (doesn't look like plastic).",durable - tumbled stone is stronger and more durable than concrete pavers or chiseled natural stone.,durable: natural stone is stronger and more durable than concrete pavers.
concrete,stone,greater,stone,BAD,,1.0,0,1,"it has a greater abrasive resistance than limestone or poured concrete, and is crack resistant.",bricks bricks - advantages over stone: bricks have greater fire resistance than stone or concrete masonry its size enables easy handling and placement in walls it can be easily adapted to small-scale and large-scale structures to give pleasing appearance and texture .,"however, it should not be less than 0.25m. wherever the velocities are high for which the size of stone is greater than 0.4 m, cement concrete blocks of thickness 0.4 to 0.5 or 0.6 m may be used.","concrete of this character obviously requires more cement than would concrete using larger stone, since the stone surface to be coated is greater.","concrete makes possible more construction on a greater scale than would have been possible with stone, brick or lime."
concrete,stone,smoother,stone,GOOD,PREDICATE-FULL,1.0,1,0,hone faced flagstone has a much smoother appearance but is still a bit rougher than concrete.,"as for your crushed stone surface, using this method with a stone dust/cement mix will make for a surface smoother than soil, but rougher then concrete.","diamond-ground portland cement concrete can be smoother than stone matrix asphalt (sma), as was demonstrated by high-speed profile testing of adjacent sections on i-290, the eisenhower expressway (a.k.a. the ""ike""), on chicago's west side.","it is the minimum distance between your antique fireplace andirons and all homes or other structures must be observed.most cities will also need to obtain a building before construction.they need and want attractive routes to the main living and play areas.this can be permanent or movable.brick and stone give a homely, more natural appearance than concrete, but might be smoother safer.","after a very fruity smoothie from standing stone, we were on our way along a boring stretch of highway for about five miles, but luckily we were riding along the glistening juniata river, which was just so pretty and captivating, making the concrete seem grander and the bumps seem smoother just by flowing fifteen yards away."
concrete,stone,lighter,stone,GOOD,PREDICATE-FULL,1.0,1,0,stepping stone construction lighter than concrete and will not crack over time.,"cast of durable fiber stone, a mix of sand, stones, and fiberglass that is lighter and less fragile than concrete.","cast of durable fiber stone, a mixture of sand, stones, and fiberglass that is lighter and less fragile than concrete.","hypertufa is a simulated stone container that is durable in all weather conditions, but lighter-weight than solid stone or concrete.","crafted from durable and weather-resistant fiberstone, a blend of sand, stone, and fiberglass that is lighter and less fragile than concrete."
concrete,stone,rougher,stone,GOOD,PREDICATE-FULL,1.0,1,0,hone faced flagstone has a much smoother appearance but is still a bit rougher than concrete.,"as for your crushed stone surface, using this method with a stone dust/cement mix will make for a surface smoother than soil, but rougher then concrete.",concrete commonly contains brown quartz sand grains that give it a rougher finish than cut carthage stone.,"the floor of the narrow hallway was made of small stone and some type of fine mortar; the effect was similar to concrete, but rougher.",
concrete,stone,easier to move,stone,GOOD,PREDICATE-FULL,1.0,1,0,,,,,
concrete,stone,easier to keep away from wet concrete,stone,BAD,,1.0,0,1,,,,,
concrete,stone,mixture,stone,BAD,,1.0,0,1,"cast of durable fiber stone, a mixture of sand, stones, and fiberglass that is lighter and less fragile than concrete.","fiber stone contains a mixture of sand, stones and fiberglass to be stronger but lighter than concrete.",liquid stone is a very unique quartz and polymer coating that is far superior to other coatings because it does not contain any concrete in the mixture.,,
concrete,stone,friendlier,stone,GOOD,PREDICATE-FULL,1.0,0,1,"the stone is very comfortable to walk on, and in a garden setting, it gives a much friendlier and natural appearance than a comparable concrete walkway or sidewalk.",,,,
concrete,stone,stones,stone,BAD,,1.0,0,1,"cast of durable fiber stone, a mix of sand, stones, and fiberglass that is lighter and less fragile than concrete.","cast of durable fiber stone, a mixture of sand, stones, and fiberglass that is lighter and less fragile than concrete.","fiber stone contains a mixture of sand, stones and fiberglass to be stronger but lighter than concrete.","lighter than concrete, this fiberstone statue can easily be adjusted or relocated to a new area of your landscape.crafted from durable 100% fiberstone, a weather-resistant mix of sand and stones with fiberglass backing.","lighter than concrete, this fiberstone statue can easily be adjusted or relocated to a new area of your lawn or garden.crafted from durable 100% fiberstone, a weather-resistant mix of sand and stones with fiberglass backing."
concrete,timber,easier to obtain,concrete,GOOD,PREDICATE-FULL,1.0,1,0,concrete ties are cheaper and easier to obtain than timber and better able to carry higher axle-weights and sustain higher speeds.,,,,
concrete,timber,higher,concrete,BAD,,1.0,0,1,concrete ties are cheaper and easier to obtain than timber and better able to carry higher axle-weights and sustain higher speeds.,it seems that timber has a higher thermal mass than concrete but is lighter in weight.,"disadvantages - timber cost, both for material and connection, are much higher than the traditional structural materials of steel and concrete.",the shear forces created by a timber floor expanding and contracting at a much higher rate than concrete can tear standard floor leveling products apart.,"it has been found that concrete absorbs heat at a higher rate than timber, therefore we developed a mat with an output of 150w/m2 to counter-act this."
concrete,timber,structure,concrete,GOOD,ASPECT,1.0,0,1,"at present, the tower is of reinforced concrete structure instead of timber frame.",an existing timber structure was moved to the site and placed on in-situ concrete walls.,,,
concrete,timber,richer,concrete,GOOD,PREDICATE-DEPENDENT,1.0,0,1,,,,,
concrete,timber,humidity,concrete,BAD,,1.0,0,1,,,,,
concrete,timber,steel,concrete,BAD,,1.0,0,1,(iv) steel or concrete spans instead of timber trestle.,,,,
concrete,timber,cracks,concrete,BAD,,1.0,0,1,,,,,
concrete,timber,inside,concrete,BAD,,1.0,0,1,"the inside has been painted, but we are waiting for some faults in the concrete slab surface to be rectified before we can get the timber floors laid.","this photo shows a cross section of timber fastened inside a steel frame lying on its side, long way in the picture, with four cross bars bolted across the top to hold the timber in place, on a concrete surface.","the richmond tunnel is mostly covered with a fiber concrete that protects against collapse, but the acid salts eat away at the material deeper inside, exposing rotting old timber beams.",,
concrete,timber,easier,timber,GOOD,PREDICATE-DEPENDENT,1.0,0,1,"a twelve-story building in portland is being constructed with the product, cross-laminated timber, or clt, which is  lighter, so it goes up easier and faster than concrete does ... it's also quieter in construction,  sheine told the guardian .","a twelve-story building in portland is being constructed with the product, cross-laminated timber, or clt, which is  lighter, so it goes up easier and faster than concrete does ... it's also quieter in construction,  sheine told the guardian.","although timber sleepers have good elasticity and are lighter and easier to handle than concrete sleepers, their main drawback is short service life due to deterioration.","the advantages this offers are quite exciting-timber panels are much lighter than concrete, more easily worked and easier and safer to erect [ 42 , 43 , 44 ].","the massive timber is lighter than concrete, but manage wider spans than light timber floors in general, which means easier adaptation to existing support spacing."
concrete,timber,lighter,timber,GOOD,PREDICATE-FULL,1.0,1,0,"a twelve-story building in portland is being constructed with the product, cross-laminated timber, or clt, which is  lighter, so it goes up easier and faster than concrete does ... it's also quieter in construction,  sheine told the guardian .","a twelve-story building in portland is being constructed with the product, cross-laminated timber, or clt, which is  lighter, so it goes up easier and faster than concrete does ... it's also quieter in construction,  sheine told the guardian.","although timber sleepers have good elasticity and are lighter and easier to handle than concrete sleepers, their main drawback is short service life due to deterioration.",timber is a lighter and more environmentally-friendly building material that can be stronger and safer in earthquakes than traditional concrete and steel structures that currently dominate the building landscape.,"the advantages this offers are quite exciting-timber panels are much lighter than concrete, more easily worked and easier and safer to erect [ 42 , 43 , 44 ]."
concrete,timber,faster,timber,GOOD,PREDICATE-DEPENDENT,1.0,0,1,"a twelve-story building in portland is being constructed with the product, cross-laminated timber, or clt, which is  lighter, so it goes up easier and faster than concrete does ... it's also quieter in construction,  sheine told the guardian .","a twelve-story building in portland is being constructed with the product, cross-laminated timber, or clt, which is  lighter, so it goes up easier and faster than concrete does ... it's also quieter in construction,  sheine told the guardian.","winistorfer said timber bridges are less expensive, can be built faster than concrete or steel, and require less specialized labor to build.","new structural systems like cross-laminated timber panels can score multiple leed points, cost less, and are faster to build with than steel or concrete.",once your concrete foundation is down you will find that the erection of a timber garage is much faster than any concrete or brick built garage.less waste and less mess during constuction is also a major factor to consider.
concrete,timber,safer,timber,GOOD,PREDICATE-FULL,1.0,1,0,"timber is strong, light and reliable making timber construction simpler and safer than steel or concrete construction.","timber is strong, light and reliable, making timber construction on site simpler and safer than concrete or steel construction.",timber is a lighter and more environmentally-friendly building material that can be stronger and safer in earthquakes than traditional concrete and steel structures that currently dominate the building landscape.,"the advantages this offers are quite exciting-timber panels are much lighter than concrete, more easily worked and easier and safer to erect [ 42 , 43 , 44 ].","well-designed, properly constructed timber buildings can be even safer in earthquakes than ferro-concrete ones."
concrete,timber,greater,timber,BAD,,1.0,0,1,the replacement of timber track components is responsible for producing greenhouse gas emissions six times greater than equivalent reinforced concrete counterparts.,reinforced concrete decks can span greater distances than timber decks.,"with respect to the absolute value of non-renewable ee, the amount associated with the concrete design case was greater than the timber case by almost 7 terajoules.","lutyens's preference for bricks and timber, stone and slate, rather than for steel and concrete, plate-glass and box girders, betokened a greater affinity with the world and values of renaissance humanism than with the utilitarian impersonality of the welfare state. '","it was expected that less material volume would be required in the superstructure of the timber design case, as the building weight was greatly reduced by using wood instead of reinforced concrete, but it was not expected that less material would result in greater ee."
concrete,timber,bigger,timber,BAD,,1.0,0,1,"houses with suspended timber floors are a good example of where this works - they can be ripped out, dropped by as much as a foot and replaced with a concrete floor to make the whole space feel bigger.","developed in europe in the 1990s, cross-laminated timber, or clt, is among the latest in a long line of ""engineered"" wood products that are strong and rigid enough to replace steel and concrete as structural elements in bigger buildings.",,,
concrete,timber,heavier,timber,GOOD,PREDICATE-FULL,1.0,0,1,"usually used for the construction of walls, lift shafts and floors, it can also support heavier loads than sawn timber, and is lighter than concrete.","massive timber is heavier than light timber systems, which makes it difficult to compete with such, concerning handling of volume elements, whereas it is far lighter than concrete elements systems, which are mainly transported to the site as surface elements.",their light weight also gives savings to the timber supporting trusses which will be less than when supporting heavier concrete tiles.,"although a hollow-core slab weighs far less than a solid concrete slab, it is still a considerably heavier arrangement than the typical timber and plasterboard installation.",
concrete,timber,easier to handle,timber,GOOD,PREDICATE-FULL,1.0,1,0,"although timber sleepers have good elasticity and are lighter and easier to handle than concrete sleepers, their main drawback is short service life due to deterioration.",,,,
concrete,timber,stronger,timber,GOOD,PREDICATE-FULL,1.0,1,0,timber is a lighter and more environmentally-friendly building material that can be stronger and safer in earthquakes than traditional concrete and steel structures that currently dominate the building landscape.,concrete columns are stronger than timber post and steel is superior to concrete.,the timber from douglas firs is said to be stronger than concrete.,"great strength, stiffness and moderate weight make it an invaluable timber product said to be stronger than concrete.","a thin layer of concrete was poured over the heavy timber floors, making them stronger and virtually soundproof, poskanzer said."
concrete,timber,safer to erect  42,timber,BAD,,1.0,0,1,"the advantages this offers are quite exciting-timber panels are much lighter than concrete, more easily worked and easier and safer to erect [ 42 , 43 , 44 ].",,,,
mysql,oracle,cheaper,mysql,GOOD,PREDICATE-FULL,1.0,1,0,hes using the venerable mysql for tracking user sessions and e-mail because its  cheaper and faster and easier to maintain  than his main oracle database.,"if you can believe many diehard mysql fans, mysql is faster, more reliable, and cheaper -- or, simply put, better -- than any other database system (including commercial systems such as oracle and db2).","-sql server is significantly superior to mysql, faster than postgresql, and for most businesses is cheaper than oracle.","mysql is on average 90% cheaper than oracle, sybase etc. .","this is less than equivalent oracle developers, but mysql skills are much cheaper to maintain."
mysql,oracle,faster,mysql,GOOD,PREDICATE-FULL,1.0,1,0,"it is also believe true that mysql is faster, more reliable, and easier to use with the right price than oracle.",hes using the venerable mysql for tracking user sessions and e-mail because its  cheaper and faster and easier to maintain  than his main oracle database.,"if you can believe many diehard mysql fans, mysql is faster, more reliable, and cheaper -- or, simply put, better -- than any other database system (including commercial systems such as oracle and db2).",both of them them were slower than mysql isam but faster than oracle.,"-sql server is significantly superior to mysql, faster than postgresql, and for most businesses is cheaper than oracle."
mysql,oracle,performance,mysql,GOOD,ASPECT,1.0,0,1,"hope mysql performs well, performance is much better than oracle.",when i was working on mysql i felt its performance is always better than sql server and oracle.,"creating a database in mysql is just  create database xy , giving you a much better performance than oracle.",percona server 5.6 is also more up-to-date than mysql 5.6 because percona typically pushes out bug fixes and performance enhancements faster than oracle.,"percona's stated open  secret  to remaining more advanced and current than the latest release of mysql, yet being drop-in-compatible, is its penchant for pushing out bug fixes and performance enhancements faster than oracle."
mysql,oracle,projects,mysql,BAD,,1.0,0,1,these contexts offer a couple of compelling reasons why mysql seems to be facing these walk-aways--certainly better than the philosophy-based anger directed at oracle because of their past performance with open source projects.,,,,
mysql,oracle,simpler,mysql,GOOD,PREDICATE-FULL,1.0,1,0,"mysql (or postgresql which is better) are much simpler to use and configure which makes then better than sqlserver (and if you need a super large site, go with oracle and save yourself a lot of hassle).",to my knowledge mysql is much faster than oracle for smaller and simpler database implementations.,it seems that mysql is simpler than oracle server.,there are a few surprises in mysql due to its simpler query execution engine than oracle or sql server.,"pick one of the big names that has a free version - oracle, mssql or postgres will give you plenty to get your teeth stuck into (sqlite and mysql are simpler)."
mysql,oracle,source,mysql,BAD,,1.0,0,1,"for open source aficionados, the acquisition puts mysql into a safer haven than oracle.",these contexts offer a couple of compelling reasons why mysql seems to be facing these walk-aways--certainly better than the philosophy-based anger directed at oracle because of their past performance with open source projects.,,,
mysql,oracle,easier to use with the right price,mysql,BAD,,1.0,1,0,"it is also believe true that mysql is faster, more reliable, and easier to use with the right price than oracle.",,,,
mysql,oracle,easier to maintain,mysql,GOOD,PREDICATE-FULL,1.0,1,0,hes using the venerable mysql for tracking user sessions and e-mail because its  cheaper and faster and easier to maintain  than his main oracle database.,"hes using the venerable mysql for tracking user sessions and e-mail because its ""cheaper and faster and easier to maintain"" than his main oracle database.",,,
mysql,oracle,database,mysql,BAD,,1.0,0,1,hes using the venerable mysql for tracking user sessions and e-mail because its  cheaper and faster and easier to maintain  than his main oracle database.,"if you can believe many diehard mysql fans, mysql is faster, more reliable, and cheaper -- or, simply put, better -- than any other database system (including commercial systems such as oracle and db2).",to my knowledge mysql is much faster than oracle for smaller and simpler database implementations.,when using ruby on rails on oracle i noticed that my database migration tasks are much slower than on mysql.,mysql is maybe two orders of magnitude faster than our oracle database .
mysql,oracle,bigger,mysql,BAD,,1.0,0,1,perhaps a bigger danger to oracle than mysql.,postgresql is a much bigger long term threat to oracle than mysql.,"oracle is thinking much bigger and more strategically than ""put the squeeze on mysql.""","knowing oracle is a good thing to have on the cv, but it is a much steeper learning curve (oracle is a much bigger beast than mysql).","some of the bigger players like oracle, db2, and even some smaller ones like mysql, sell databases for multiple operating systems."
mysql,oracle,hardware,oracle,BAD,,1.0,0,1,"converting from postgresql to oracle has always seemed much easier and smoother, but postgresql isn't as popular as mysql because it hasn't been as easy to throw hardware at problems with scaling postgresql, whereas mysql has always made that option easier.",maybe it isn't widely used because of hardware requirements and a administrative difficulty (like oracle) greater than mysql.,"sun customers running oracle sun hardware has long been a popular destination for oracle databases, but phipps said that many sun/oracle customers also run mysql.",,
mysql,oracle,smoother,oracle,GOOD,PREDICATE-DEPENDENT,1.0,0,1,"converting from postgresql to oracle has always seemed much easier and smoother, but postgresql isn't as popular as mysql because it hasn't been as easy to throw hardware at problems with scaling postgresql, whereas mysql has always made that option easier.",,,,
mysql,oracle,problems,oracle,BAD,,1.0,0,1,"converting from postgresql to oracle has always seemed much easier and smoother, but postgresql isn't as popular as mysql because it hasn't been as easy to throw hardware at problems with scaling postgresql, whereas mysql has always made that option easier.",meanwhile we're trying to convince others that oracle is better than mysql even though mysql continuously updates its optimizer statistics and doesn't have problems like this.,(we have fewer problems with mysql than we did with oracle!),mysql isn't the perfect solution for all database problems -- and neither is oracle.,mysql isn't the perfect solution for all database problems - and neither is oracle.
mysql,oracle,option,oracle,BAD,,1.0,0,1,"converting from postgresql to oracle has always seemed much easier and smoother, but postgresql isn't as popular as mysql because it hasn't been as easy to throw hardware at problems with scaling postgresql, whereas mysql has always made that option easier.",oracle is right to have leveled the crazy maze that was mysql support-option setup under sun microsystems.,,,
mysql,oracle,greater,oracle,BAD,,1.0,0,1,maybe it isn't widely used because of hardware requirements and a administrative difficulty (like oracle) greater than mysql.,with one stroke oracle can cause a pile of pain and the pr it would take from such an action would be far greater than the actual death of mysql.,"mysql (like mssql server) sorts nulls as less than other values, while postgresql (like oracle and db2) sorts nulls as greater than other values.","neither mysql nor java to a lesser extent can be completely owned by anyone, but oracle has some interest in getting some greater degree of influence over both.",
